,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
108,0.706719,0.859525,0.960786,0.989646,0.717323,0.451696,0.280265,0.395116,0.587082,0.493555,0.309392
109,0.048569,0.902468,0.654105,0.198864,0.779467,0.994047,0.551032,0.930497,0.091716,0.391376,0.114864
110,0.746453,0.913441,0.899380,0.508059,0.984204,0.574469,0.376325,0.069821,0.162629,0.665196,0.023483
111,0.991659,0.024422,0.080060,0.835507,0.053732,0.601223,0.215476,0.164913,0.814603,0.896168,0.557236
112,0.002922,0.055541,0.345488,0.391705,0.402472,0.102315,0.590661,0.930830,0.655550,0.902413,0.762847
113,0.484163,0.281153,0.213833,0.398920,0.140586,0.875788,0.009489,0.372151,0.969876,0.498889,0.237272
114,0.513496,0.055340,0.038078,0.524836,0.035844,0.926863,0.478322,0.173695,0.012834,0.145836,0.779619
115,0.330114,0.824402,0.839201,0.217619,0.986460,0.427808,0.197387,0.232985,0.472406,0.694208,0.785735
116,0.903086,0.650178,0.357195,0.189943,0.713100,0.874846,0.492939,0.242613,0.225366,0.434898,0.285693
117,0.466019,0.011641,0.019386,1.000000,0.010647,0.287608,0.003221,0.081938,0.136501,0.077922,0.081075
118,0.074661,0.506280,0.261161,0.056427,0.460381,0.446943,0.544147,0.706051,0.032792,0.347315,0.644534
119,0.977477,0.552614,0.616474,0.079775,0.415309,0.919907,0.480356,0.077155,0.622015,0.557591,0.484352
120,0.767582,0.039397,0.043113,0.377515,0.034858,0.541151,0.153100,0.702393,0.464520,0.209972,0.688820
121,0.589622,0.027297,0.020529,0.917311,0.015715,0.909034,0.057188,0.990249,0.761043,0.522824,0.849709
122,0.123803,0.607517,0.588517,0.079775,0.374473,0.604191,0.788058,0.786914,0.509642,0.563186,0.637846
123,0.564917,0.493647,0.160939,0.110431,0.269990,0.163940,0.217493,0.509166,0.109095,0.589802,0.628795
124,0.629264,0.299891,0.066375,0.058126,0.240476,0.732489,0.315803,0.177489,0.154217,0.732832,0.353829
125,0.138520,0.080610,0.032797,0.023141,0.041420,0.219707,0.728937,0.322226,0.593037,0.168441,0.215798
126,0.198630,0.644953,0.949639,0.185594,0.715211,0.074822,0.913275,0.092140,0.433864,0.107493,0.710019
127,0.054889,0.241609,0.135776,0.499777,0.125274,0.695846,0.232458,0.593598,0.492953,0.226249,0.931538
128,0.054202,0.989376,0.999778,0.835507,0.894244,0.002108,0.222522,0.051868,0.763699,0.037625,0.752956
129,0.755291,0.148149,0.181520,0.917311,0.159805,0.746356,0.263915,0.697982,0.029856,0.334814,0.373805
130,0.654092,0.808022,0.660666,0.649671,0.874148,0.065130,0.300121,0.389448,0.928672,0.790310,0.666597
131,0.466440,0.319560,0.292756,0.237614,0.192266,0.693135,0.690318,0.720946,0.548339,0.329369,0.250424
132,0.118555,0.387240,0.909516,0.391705,0.537500,0.889000,0.931576,0.946658,0.866476,0.272688,0.587979
133,0.207809,0.222584,0.233588,0.621904,0.156471,0.403446,0.120759,0.784821,0.928672,0.078527,0.369378
134,0.531397,0.500513,0.330611,0.716324,0.253170,0.978963,0.177330,0.384618,0.866476,0.033268,0.126678
135,0.138059,0.000205,0.000189,0.044268,0.000178,0.766228,0.023235,0.808299,0.753509,0.117764,0.668018
136,0.609918,0.685737,0.749439,0.413588,0.677572,0.887772,0.244543,0.696075,0.318497,0.413551,0.037364
137,0.018679,0.057784,0.010813,0.428570,0.123197,0.249316,0.018748,0.685237,0.239053,0.097318,0.088205
138,0.473044,0.634543,0.559946,0.317657,0.520839,0.417144,0.357511,0.463727,0.848382,0.002045,0.149859
139,0.659847,0.288849,0.637140,0.835507,0.334798,0.732543,0.100187,0.747178,0.650971,0.857540,0.912245
140,0.234037,0.440892,0.129505,0.146084,0.247343,0.791674,0.388942,0.285347,0.190077,0.797602,0.353421
141,0.531115,0.478975,0.676477,0.135585,0.500842,0.678938,0.586333,0.758631,0.549095,0.869188,0.462011
142,0.797040,0.910504,0.805475,0.119393,0.796880,0.410279,0.111604,0.678238,0.675715,0.240439,0.946346
143,0.068110,0.128280,0.283445,0.421040,0.176379,0.264932,0.069840,0.448966,0.572917,0.171087,0.865142
144,0.079667,0.808022,0.425215,0.516412,0.460381,0.698587,0.058913,0.267276,0.338246,0.536992,0.555439
145,0.713796,0.506280,0.525003,0.039069,0.363918,0.719592,0.732675,0.206707,0.644268,0.712231,0.165031
