,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
641,0.533086,0.000003,0.000003,0.311413,0.000002,0.441530,0.205466,0.706041,0.918002,0.000000,0.070785
642,0.923177,0.000004,0.000002,0.726040,0.000003,0.523350,0.051455,0.142506,0.498052,0.000000,0.182178
643,0.916953,0.000013,0.000012,0.483430,0.000008,0.737768,0.003993,0.198244,0.739659,0.000000,0.089120
644,0.672021,0.000273,0.000060,0.436178,0.000142,0.480116,0.567841,0.560871,0.347653,0.184430,0.743683
645,0.029291,0.000000,0.000000,0.927617,0.000000,0.219768,0.148694,0.507287,0.664131,0.000000,0.206550
646,0.416490,0.000000,0.000000,0.927617,0.000000,0.362898,0.081532,0.480056,0.646312,0.000000,0.775189
647,0.246000,0.000005,0.000004,0.212816,0.000005,0.963085,0.364605,0.855565,0.363446,0.000000,0.587171
648,0.658020,0.000003,0.000011,0.533330,0.000008,0.313364,0.032370,0.570615,0.281948,0.000000,0.228559
649,0.097712,0.000000,0.000000,0.398920,0.000000,0.264809,0.000566,0.482321,0.854840,0.000000,0.030143
650,0.572023,0.000000,0.000000,0.177118,0.000000,0.201692,0.069069,0.921952,0.277055,0.000000,0.922106
651,0.448098,0.000000,0.000000,0.855828,0.000000,0.234188,0.291938,0.513471,0.793213,0.000000,0.208281
652,0.251993,0.000000,0.000000,0.317657,0.000000,0.352456,0.094802,0.067913,0.902560,0.000000,0.535693
653,0.629667,0.000000,0.000000,0.917311,0.000000,0.156464,0.137341,0.462839,0.774615,0.000000,0.872413
654,0.073786,0.000000,0.000000,0.116345,0.000000,0.218344,0.216587,0.129048,0.969876,0.000000,0.410543
655,0.452289,0.000000,0.000000,0.855828,0.000000,0.342107,0.008737,0.463748,0.093876,0.000000,0.484343
656,0.368608,0.000000,0.000000,0.886484,0.000000,0.435055,0.043686,0.701558,0.002358,0.000000,0.023989
657,0.689323,0.000036,0.000030,0.795208,0.000023,0.354487,0.652551,0.054078,0.165670,0.000000,0.091866
658,0.430710,0.000000,0.000000,0.687457,0.000000,0.155952,0.004972,0.783685,0.695564,0.000000,0.552705
659,0.696209,0.000008,0.000003,0.406215,0.000007,0.612340,0.621945,0.015314,0.252067,0.000000,0.441705
660,0.257612,0.000022,0.000025,0.927617,0.000015,0.965943,0.386293,0.469552,0.122618,0.000000,0.566776
661,0.937906,0.000007,0.000008,0.989646,0.000004,0.991916,0.000784,0.156241,0.104240,0.000000,0.423361
662,0.009754,0.000000,0.000000,0.242809,0.000000,0.845689,0.009191,0.027487,0.365295,0.000000,0.148564
663,0.225757,0.000011,0.000011,0.172990,0.000008,0.052539,0.114125,0.024163,0.774615,0.000000,0.469759
664,0.067521,0.000000,0.000000,0.886484,0.000000,0.456656,0.140318,0.040460,0.682909,0.000000,0.595507
665,0.532805,0.000013,0.000008,0.785213,0.000008,0.576749,0.735712,0.902150,0.842021,0.000000,0.700414
666,0.232859,0.000000,0.000000,0.027369,0.000000,0.435539,0.000002,0.052124,0.265649,0.000000,0.979655
667,0.565754,0.000000,0.000000,0.168934,0.000000,0.404198,0.200724,0.535839,0.013358,0.000000,0.546625
668,0.730189,0.000001,0.000001,0.350100,0.000001,0.399185,0.115150,0.763542,0.675715,0.000000,0.034189
669,0.699193,0.000000,0.000000,0.421040,0.000000,0.259830,0.299785,0.448624,0.191907,0.000000,0.631707
670,0.851872,0.000000,0.000000,0.716324,0.000000,0.982495,0.102728,0.183871,0.449665,0.000000,0.811748
671,0.832406,0.000000,0.000000,0.745603,0.000000,0.034835,0.025698,0.915474,0.078922,0.000000,0.274946
672,0.882511,0.000001,0.000000,0.968944,0.000000,0.593990,0.112692,0.069146,0.461447,0.000000,0.375965
673,0.147155,0.000001,0.000000,0.398920,0.000001,0.275675,0.317521,0.173971,0.211763,0.000000,0.599729
674,0.704507,0.000000,0.000000,0.009807,0.000000,0.316188,0.080471,0.368641,0.238580,0.000000,0.014676
675,0.329097,0.000000,0.000000,0.508059,0.000000,0.768147,0.155674,0.131462,0.893405,0.000000,0.143568
676,0.652779,0.000000,0.000001,0.031217,0.000000,0.437003,0.000035,0.686043,0.875069,0.000000,0.098442
677,0.268237,0.000000,0.000000,0.795208,0.000000,0.415326,0.537064,0.540717,0.564248,0.000000,0.774881
678,0.562264,0.000000,0.000000,0.113357,0.000000,0.563833,0.155850,0.301333,0.971598,0.000000,0.325248
679,0.093763,0.000000,0.000000,0.089116,0.000000,0.598171,0.018852,0.441241,0.852542,0.000000,0.236260
680,0.555132,0.000000,0.000001,0.585710,0.000000,0.781688,0.129152,0.930549,0.417309,0.000000,0.355157
