,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs
265,0.893637,0.627615,0.710813,0.837419,0.928730,0.692126,0.967252,0.287296,0.509250,0.338567
266,0.737022,0.192370,0.192370,0.511421,0.130640,0.443028,0.086627,0.570794,0.129756,0.963312
267,0.363491,0.496081,0.232956,0.681519,0.279138,0.646216,0.391503,0.149073,0.282128,0.192852
268,0.865671,0.845564,0.333943,0.435542,0.531250,0.398430,0.096108,0.014958,0.932800,0.203427
269,0.839934,0.830116,0.822250,0.869608,0.648276,0.474163,0.354401,0.291582,0.880708,0.415151
270,0.406961,0.167004,0.583328,0.869608,0.496653,0.690142,0.176315,0.831166,0.537562,0.355833
271,0.282690,0.563698,0.235044,0.233993,0.287162,0.648915,0.254361,0.402055,0.718699,0.840038
272,0.501641,0.398396,0.467699,1.000000,0.241318,0.751216,0.134591,0.689385,0.622138,0.718409
273,0.370546,0.794111,0.814301,0.250516,0.537133,0.798058,0.426028,0.343276,0.350298,0.776015
274,0.965678,0.323106,0.067296,0.118881,0.179712,0.852434,0.120052,0.837735,0.254592,0.001368
275,0.333015,0.752768,0.587294,0.869608,0.858028,0.668501,0.248249,0.443773,0.104151,0.256049
276,0.061737,0.965018,0.926688,0.711865,0.942957,0.050204,0.187338,0.894737,0.403557,0.851028
277,0.324686,0.031474,0.028513,0.773903,0.024767,0.840064,0.014854,0.920118,0.946591,0.974881
278,0.573045,0.668920,0.309932,0.869608,0.452461,0.457550,0.792396,0.530027,0.548024,0.738782
279,0.546349,0.302225,0.623533,0.077617,0.334054,0.425388,0.149989,0.756558,0.793041,0.840737
280,0.720977,0.488885,0.619461,0.233993,0.390534,0.765063,0.400517,0.366630,0.157308,0.465302
281,0.989538,0.607311,0.559813,0.285964,0.343082,0.158365,0.578581,0.234116,0.963817,0.398224
282,0.706886,0.443754,0.579375,0.203297,0.405512,0.933773,0.164243,0.075751,0.090572,0.874532
283,0.753715,0.748587,0.514355,0.032840,0.795339,0.801212,0.383497,0.809774,0.179242,0.047108
284,0.200082,0.395286,0.595264,0.218258,0.431226,0.717142,0.551533,0.817965,0.057211,0.665668
285,0.643562,0.920890,0.926688,0.162916,0.992864,0.854181,0.847762,0.497071,0.548024,0.142414
286,0.358131,0.017551,0.050112,0.411770,0.026543,0.474182,0.685944,0.070347,0.147216,0.723571
287,0.945501,0.156131,0.130798,0.077617,0.092661,0.538001,0.553284,0.512495,0.140401,0.219021
288,0.293108,0.163837,0.503342,0.460087,0.400482,0.337263,0.724447,0.790508,0.234284,0.862569
289,0.855454,0.706611,0.664755,0.565597,0.964329,0.641359,0.935766,0.441887,0.830247,0.957209
290,0.183940,0.635808,0.144418,0.485387,0.380737,0.461706,0.910126,0.575026,0.830247,0.243530
291,0.289365,0.802236,0.457334,0.773903,0.548995,0.662428,0.956451,0.977098,0.069826,0.507019
292,0.146564,0.744402,0.885595,0.139566,0.872096,0.788457,0.319976,0.621397,0.568491,0.055596
293,0.286018,0.902311,0.694016,0.036350,0.648276,0.820634,0.956557,0.133462,0.282128,0.520185
294,0.658759,0.467699,0.323106,0.934584,0.560986,0.199541,0.979327,0.985623,0.659950,0.503296
295,0.198879,0.050112,0.046735,0.128902,0.041421,0.488092,0.345585,0.339744,0.414308,0.147114
296,0.523556,0.304777,0.427165,0.233993,0.213774,0.133986,0.177631,0.966051,0.815408,0.755780
297,0.081351,0.990683,0.950089,0.388786,0.907434,0.548787,0.626588,0.657854,0.234284,0.537093
298,0.948255,0.359311,0.224746,0.622387,0.237744,0.628025,0.471758,0.532320,0.963817,0.122421
299,0.772323,0.849360,0.917914,0.622387,0.914526,0.105825,0.649710,0.967703,0.414308,0.844045
300,0.792505,0.506997,0.599268,0.711865,0.312159,0.975863,0.503758,0.582973,0.403557,0.108356
301,0.215513,0.254509,0.261269,0.773903,0.147345,0.687430,0.485836,0.722985,0.215258,0.530941
302,0.114862,0.437067,0.345049,0.837419,0.893273,0.253094,0.991413,0.580172,0.880708,0.223855
303,0.967944,0.245709,0.216766,0.869608,0.128379,0.078407,0.417382,0.086326,0.302402,0.017281
304,0.337014,0.830116,0.983665,0.460087,0.788447,0.092630,0.599952,0.660349,0.932800,0.119712
305,0.148038,0.302225,0.453914,0.805500,0.400482,0.365355,0.423803,0.530231,0.880708,0.305153
306,0.720590,0.860577,0.374000,0.139566,0.567028,0.580123,0.977415,0.194922,0.793041,0.958369
307,0.903969,0.533029,0.920890,0.869608,0.543048,0.355378,0.466854,0.014319,0.946591,0.541948
308,0.396259,0.689822,0.837890,0.411770,0.872096,0.678605,0.721454,0.794073,0.102637,0.307841
309,0.835898,0.595264,0.525513,0.742675,0.371093,0.074591,0.495174,0.382815,0.793041,0.095112
310,0.848373,0.607311,0.731821,0.304902,0.893273,0.906342,0.576214,0.724209,0.112323,0.921689
311,0.966690,0.275204,0.272842,0.742675,0.227249,0.132196,0.787738,0.400798,0.542853,0.350998
312,0.907382,0.232956,0.411009,0.267837,0.385616,0.761795,0.743605,0.373201,0.113878,0.897684
313,0.267790,0.414206,0.615400,0.681519,0.496653,0.513369,0.234808,0.143453,0.605072,0.360512
314,0.631174,0.299688,0.752768,0.805500,0.567028,0.114104,0.625371,0.140588,0.414308,0.343826
315,0.591153,0.019231,0.063646,0.345221,0.037159,0.558548,0.655252,0.004360,0.024720,0.859221
316,0.632461,0.328491,0.673090,0.485387,0.452461,0.635435,0.523843,0.151972,0.880708,0.422282
317,0.262802,0.107837,0.096155,0.250516,0.060341,0.518377,0.292915,0.120684,0.331849,0.258827
318,0.917283,0.423899,0.668920,0.711865,0.361603,0.759100,0.374369,0.542469,0.437211,0.443975
319,0.434721,0.006053,0.007729,0.203297,0.009491,0.439008,0.203716,0.103062,0.033162,0.645893
320,0.603871,0.744402,0.970501,0.622387,0.713832,0.383477,0.222643,0.913180,0.577775,0.775172
321,0.830321,0.895751,0.748587,0.651679,0.579206,0.403184,0.315490,0.869056,0.441376,0.655712
322,0.633318,0.958983,0.668920,0.324654,0.661191,0.032184,0.532601,0.732719,0.069486,0.415192
323,0.629885,0.114694,0.075960,0.092452,0.085924,0.897808,0.407842,0.653933,0.457860,0.522315
324,0.568609,0.315152,0.199631,0.388786,0.316460,0.404930,0.352274,0.299270,0.519161,0.273205
325,0.249867,0.885595,0.644038,0.622387,0.788447,0.732587,0.991031,0.787020,0.090572,0.291084
326,0.312955,0.841740,0.878626,0.837419,0.802247,0.535410,0.995845,0.899221,0.594080,0.667482
327,0.728672,0.698212,0.635808,1.000000,0.560986,0.913551,0.288578,0.105343,0.880708,0.244313
328,0.158901,0.694016,0.834015,0.565597,0.879145,0.798066,0.339730,0.795618,0.577775,0.754164
329,0.601684,0.230882,0.075135,0.032840,0.139996,0.168009,0.165776,0.681787,0.568491,0.578645
330,0.256114,0.163837,0.148723,0.869608,0.097987,0.018286,0.218270,0.830591,0.594080,0.521703
331,0.323504,0.226777,0.143005,0.622387,0.113390,0.183644,0.493279,0.981214,0.254592,0.353415
332,0.593791,0.607311,0.627615,0.485387,0.548995,0.392416,0.785091,0.732365,0.129756,0.384734
333,0.378071,0.294663,0.631707,1.000000,0.347654,0.510256,0.341605,0.554536,0.834323,0.644680
334,0.666275,0.356425,0.790027,0.324654,0.603923,0.915483,0.099521,0.211245,0.531521,0.934883
335,0.747471,0.315152,0.263553,0.250516,0.173979,0.541189,0.973608,0.976721,0.414308,0.915061
336,0.786456,0.548245,0.101326,0.934584,0.295340,0.229066,0.662038,0.923751,0.067499,0.114308
337,0.575703,0.923815,0.744402,0.267837,0.585341,0.856501,0.469184,0.676382,0.282128,0.399733
338,0.573488,0.644038,0.389118,0.435542,0.754243,0.295613,0.650773,0.676871,0.351052,0.885858
339,0.408681,0.133434,0.129496,0.435542,0.089242,0.556647,0.552640,0.976526,0.441376,0.178403
340,0.952846,0.312534,0.731821,0.485387,0.431226,0.903882,0.982163,0.118872,0.932800,0.346228
341,0.557049,0.740212,0.798181,0.150897,0.950077,0.407550,0.342519,0.621255,0.686286,0.361593
342,0.390730,0.085555,0.392193,0.021551,0.463296,0.584694,0.100303,0.540101,0.880708,0.891370
343,0.501195,0.908694,0.965018,0.304902,0.837011,0.239148,0.578943,0.135041,0.724441,0.441882
344,0.519977,0.740212,0.323106,0.064782,0.603923,0.361394,0.693496,0.587441,0.792804,0.660317
345,0.098924,0.529263,0.790027,0.460087,0.774712,0.721854,0.736388,0.122789,0.622138,0.713558
346,0.404384,0.830116,0.702410,0.485387,0.560986,0.517756,0.711856,0.556225,0.035905,0.681859
347,0.025267,0.552086,0.224746,0.460087,0.390534,0.582767,0.257270,0.647179,0.605072,0.593780
348,0.540545,0.023319,0.020782,0.934584,0.018656,0.838261,0.368634,0.185358,0.537562,0.991198
349,0.349132,0.099230,0.125655,0.681519,0.069418,0.148067,0.102930,0.132815,0.815408,0.749825
350,0.309860,0.467699,0.552086,0.109482,0.380737,0.202082,0.566097,0.382815,0.778634,0.883490
351,0.628595,0.942797,0.926688,0.044334,0.823063,0.753879,0.811288,0.161915,0.519161,0.893450
352,0.971957,0.611350,0.619461,0.651679,0.585341,0.743202,0.124954,0.032962,0.963817,0.067854
353,0.202503,0.320438,0.752768,0.267837,0.436480,0.724539,0.759498,0.893872,0.151971,0.902492
354,0.273554,0.591273,0.954656,0.711865,0.554975,0.083988,0.975105,0.770224,0.946591,0.524381
355,0.129010,0.849360,0.794111,0.837419,0.747457,0.719823,0.167579,0.730281,0.605072,0.144991
356,0.883723,0.895751,0.920890,0.805500,0.971460,0.737929,0.041928,0.197458,0.686286,0.747453
357,0.888530,0.374000,0.411009,0.053751,0.234208,0.352893,0.769784,0.573577,0.104151,0.044442
358,0.130581,0.814301,0.607311,0.032840,0.525400,0.657681,0.948606,0.002599,0.078142,0.617723
359,0.318796,0.635808,0.503342,0.435542,0.788447,0.640823,0.776343,0.383159,0.037166,0.426195
360,0.295365,0.268167,0.232956,0.593681,0.220438,0.995305,0.394561,0.401694,0.830247,0.198518
361,0.125251,0.464227,0.761109,0.967265,0.426009,0.665133,0.859631,0.188065,0.537562,0.544924
362,0.994874,0.937648,0.740212,0.015465,0.809171,0.285398,0.945275,0.687440,0.072017,0.441924
363,0.172478,0.496081,0.150181,0.869608,0.531250,0.885880,0.878369,0.525021,0.013750,0.234895
364,0.951760,0.216766,0.323106,0.622387,0.204054,0.064536,0.298665,0.530035,0.149023,0.688586
365,0.003259,0.006698,0.010522,0.128902,0.005872,0.459917,0.073436,0.865736,0.830247,0.414563
366,0.418612,0.081953,0.353555,0.218258,0.188574,0.956427,0.876391,0.251591,0.932800,0.267899
367,0.603434,0.160718,0.339462,0.593681,0.275184,0.167738,0.258217,0.086847,0.282128,0.070233
368,0.198879,0.009415,0.005003,0.029625,0.005714,0.868418,0.392745,0.735609,0.257093,0.906139
369,0.430789,0.544419,0.961056,0.304902,0.567028,0.928625,0.323969,0.676712,0.722227,0.899189
370,0.393704,0.247887,0.368073,0.967265,0.291231,0.887997,0.701744,0.823445,0.659950,0.758025
371,0.053577,0.430448,0.518059,0.967265,0.616456,0.870106,0.191595,0.225258,0.171158,0.578437
372,0.530265,0.563698,0.226777,0.869608,0.610175,0.859354,0.547582,0.038663,0.214081,0.264047
373,0.996082,0.731821,0.440402,0.435542,0.537133,0.614505,0.726144,0.203275,0.140401,0.379809
374,0.374720,0.798181,0.575435,0.285964,0.809171,0.780717,0.321338,0.000683,0.468481,0.259861
375,0.910707,0.552086,0.798181,0.162916,0.788447,0.418134,0.666040,0.946969,0.963817,0.256123
376,0.867453,0.889021,0.660597,0.324654,0.761048,0.407633,0.121361,0.327775,0.129001,0.123846
377,0.963871,0.218740,0.187064,0.388786,0.152406,0.694890,0.831562,0.334642,0.758656,0.971288
378,0.187099,0.571509,0.911815,0.324654,0.700531,0.818154,0.897572,0.590290,0.577775,0.629571
379,0.725221,0.567596,0.731821,0.189098,0.858028,0.058343,0.430487,0.603503,0.254592,0.452547
380,0.310246,0.437067,0.417420,0.460087,0.291231,0.217936,0.695400,0.849964,0.302402,0.632636
381,0.612591,0.934990,0.727622,0.139566,0.733945,0.013823,0.865524,0.612003,0.351052,0.566678
382,0.333414,0.481756,0.154626,0.012301,0.263552,0.485652,0.114283,0.324156,0.718699,0.292755
383,0.919634,0.668920,0.740212,0.511421,0.513800,0.606602,0.463692,0.992020,0.285949,0.308797
384,0.954382,0.752768,0.615400,0.934584,0.525400,0.420907,0.918844,0.648343,0.437211,0.339456
385,0.363078,0.156131,0.460772,0.411770,0.271269,0.849469,0.742759,0.865286,0.104151,0.652165
386,0.964258,0.834015,0.420651,0.805500,0.635467,0.311218,0.219838,0.329154,0.932800,0.031038
387,0.129233,0.548245,0.923815,0.711865,0.667687,0.326390,0.551251,0.363587,0.519161,0.986385
388,0.430352,0.302225,0.506997,0.711865,0.395489,0.764421,0.989920,0.819661,0.932800,0.618725
389,0.969837,0.287247,0.263553,0.711865,0.210498,0.104374,0.755890,0.125022,0.932800,0.776185
390,0.079783,0.864254,0.790027,0.538167,0.781571,0.695556,0.863654,0.040278,0.288764,0.385427
391,0.049840,0.781818,0.706611,0.029625,0.935841,0.068871,0.084554,0.042922,0.577775,0.830053
392,0.303716,0.615400,0.756942,0.435542,0.879145,0.413700,0.879672,0.916004,0.718699,0.829950
393,0.616499,0.411009,0.180173,0.681519,0.241318,0.396802,0.747325,0.692080,0.548024,0.848808
394,0.856791,0.467699,0.727622,0.805500,0.767871,0.483227,0.136291,0.345132,0.414308,0.237898
395,0.719814,0.499703,0.437067,0.109482,0.935841,0.703001,0.572000,0.124484,0.724441,0.567048
396,0.424254,0.822250,0.965018,0.742675,0.693915,0.668492,0.260312,0.005276,0.932800,0.753716
397,0.998654,0.440402,0.471188,0.032840,0.237744,0.746565,0.078558,0.975377,0.141696,0.855896
398,0.688459,0.478217,0.790027,0.189098,0.727219,0.938744,0.494510,0.130276,0.793041,0.150013
399,0.344668,0.368073,0.467699,0.538167,0.591505,0.992062,0.657250,0.474361,0.984660,0.537980
400,0.835898,0.176805,0.085555,0.250516,0.103555,0.700948,0.695263,0.558024,0.402817,0.945267
401,0.679490,0.867899,0.567596,0.109482,0.531250,0.121100,0.744515,0.963974,0.001211,0.113788
402,0.404384,0.203342,0.342247,0.869608,0.788447,0.895765,0.190775,0.865750,0.718699,0.291084
403,0.453618,0.379995,0.259001,0.366600,0.837011,0.844765,0.865304,0.570175,0.215258,0.542922
404,0.223819,0.660597,0.420651,0.511421,0.366329,0.404882,0.056221,0.002842,0.302402,0.363519
405,0.357309,0.237148,0.252287,0.869608,0.179712,0.218211,0.989545,0.861973,0.946591,0.025284
406,0.077172,0.902311,0.985943,0.345221,0.823063,0.921485,0.809496,0.781398,0.963817,0.700696
407,0.054834,0.983665,0.889021,0.345221,0.727219,0.883227,0.976614,0.426790,0.577775,0.795758
408,0.131939,0.243546,0.054317,0.538167,0.168383,0.331541,0.921784,0.406499,0.605072,0.978959
409,0.780311,0.160718,0.153133,0.267837,0.105466,0.362910,0.142973,0.231825,0.830247,0.229607
410,0.203720,0.978414,0.744402,0.651679,0.720515,0.193596,0.160140,0.187167,0.531521,0.687742
411,0.313343,0.395286,0.103459,0.388786,0.197755,0.047233,0.388204,0.388078,0.792804,0.994081
412,0.568609,0.761109,0.656446,0.681519,0.603923,0.872327,0.828368,0.245863,0.254592,0.446376
413,0.479334,0.160718,0.126925,0.681519,0.113390,0.788445,0.534547,0.758944,0.090572,0.151738
414,0.594230,0.715015,0.945286,0.773903,0.687322,0.212861,0.454059,0.787640,0.834323,0.687854
415,0.838787,0.153133,0.153133,0.304902,0.113390,0.686781,0.280378,0.219709,0.722227,0.192348
416,0.257865,0.698212,0.689822,0.044334,0.747457,0.624669,0.276129,0.013571,0.519161,0.256182
417,0.671667,0.309932,0.677266,0.092452,0.366329,0.318880,0.304603,0.512158,0.018350,0.890386
418,0.866436,0.644038,0.440402,0.511421,0.809171,0.216908,0.800954,0.648581,0.594080,0.307772
419,0.683579,0.994179,0.981157,0.967265,0.950077,0.576861,0.860237,0.597556,0.588290,0.950063
420,0.508347,0.615400,0.607311,0.175643,0.992864,0.646156,0.236184,0.679336,0.793041,0.727219
421,0.383961,0.958983,0.970501,0.012301,0.978593,0.711030,0.144123,0.960355,0.793041,0.830028
422,0.771270,0.627615,0.856868,0.651679,0.661191,0.318872,0.674325,0.665858,0.548024,0.062948
423,0.247461,0.905525,0.826194,0.934584,0.921625,0.478879,0.335586,0.175154,0.605072,0.147333
424,0.716314,0.345049,0.631707,0.460087,0.405512,0.042635,0.908322,0.451542,0.034728,0.678481
425,0.388611,0.510668,0.587294,0.711865,0.928730,0.044644,0.263803,0.400336,0.793041,0.070797
426,0.790164,0.195973,0.250079,0.435542,0.130640,0.024644,0.481923,0.882705,0.285949,0.484578
427,0.790499,0.154626,0.036423,0.077617,0.092661,0.977840,0.024194,0.835444,0.537562,0.364341
428,0.309860,0.201479,0.272842,1.000000,0.142414,0.037862,0.257780,0.085412,0.179242,0.674690
429,0.525792,0.698212,0.731821,0.967265,0.971460,0.078403,0.785134,0.447700,0.594080,0.809176
430,0.167332,0.168606,0.673090,0.128902,0.343082,0.373112,0.920587,0.475553,0.336760,0.975387
431,0.103026,0.706611,0.492475,0.967265,0.809171,0.422597,0.848942,0.134301,0.336760,0.496488
432,0.691293,0.552086,0.315152,0.934584,0.291231,0.709052,0.875152,0.370266,0.298455,0.799180
433,0.944558,0.433749,0.615400,0.651679,0.661191,0.679327,0.960191,0.322457,0.594080,0.325600
434,0.622992,0.989840,0.867899,0.233993,0.674207,0.144170,0.338001,0.486615,0.932800,0.829414
435,0.556604,0.270497,0.841740,0.250516,0.468767,0.530379,0.234226,0.503169,0.542853,0.160940
436,0.813226,0.453914,0.279973,0.139566,0.303672,0.290088,0.245993,0.592028,0.793041,0.035145
437,0.171931,0.222730,0.194165,0.175643,0.115443,0.219296,0.083665,0.408050,0.324427,0.427229
438,0.482897,0.940251,0.611350,0.934584,0.700531,0.876681,0.282539,0.540744,0.147392,0.686834
439,0.652453,0.917914,0.773564,0.233993,0.554975,0.352849,0.016219,0.263663,0.519161,0.877916
440,0.103595,0.137469,0.058822,0.485387,0.075091,0.909718,0.679041,0.846868,0.169076,0.658476
441,0.664193,0.603284,0.619461,0.593681,0.985728,0.436160,0.858398,0.925713,0.622138,0.720514
442,0.421648,0.945286,0.882129,0.902014,0.837011,0.209854,0.561492,0.730343,0.963817,0.597830
443,0.615632,0.107837,0.218740,0.411770,0.139996,0.073953,0.567252,0.444342,0.758656,0.484877
444,0.426430,0.615400,0.492475,0.967265,0.329597,0.827983,0.389139,0.971213,0.531521,0.134140
445,0.974325,0.118256,0.031474,0.109482,0.064103,0.155069,0.581600,0.668566,0.946591,0.453971
446,0.776857,0.902311,0.970501,0.902014,0.733945,0.690151,0.523749,0.084613,0.215258,0.530910
447,0.692907,0.386060,0.895751,0.565597,0.491006,0.343573,0.774090,0.715535,0.932800,0.515165
448,0.457151,0.117058,0.567596,0.805500,0.410580,0.084699,0.140167,0.435516,0.025896,0.106740
449,0.029115,0.849360,0.548245,0.077617,0.543048,0.681363,0.915370,0.242469,0.577775,0.800967
450,0.227716,0.715015,0.503342,0.139566,0.431226,0.357362,0.140576,0.034746,0.414308,0.983517
451,0.800747,0.304777,0.575435,0.869608,0.468767,0.152034,0.802473,0.383537,0.793041,0.583724
452,0.950281,0.920890,0.719218,0.622387,0.579206,0.248124,0.757256,0.645848,0.414308,0.714856
453,0.663359,0.471188,0.190588,0.366600,0.629102,0.831026,0.898653,0.892393,0.282128,0.554274
454,0.884418,0.026127,0.036423,0.622387,0.024767,0.135776,0.340806,0.579345,0.402817,0.161591
455,0.417746,0.333943,0.591273,0.622387,0.733945,0.311579,0.231968,0.286310,0.622138,0.045177
456,0.258216,0.958983,0.958983,0.388786,0.928730,0.714435,0.155055,0.129264,0.172420,0.366310
457,0.072296,0.342247,0.719218,0.902014,0.641858,0.872279,0.653709,0.951916,0.830247,0.628414
458,0.251594,0.860577,0.769421,0.203297,0.879145,0.535406,0.974458,0.375669,0.037111,0.352212
459,0.770214,0.224746,0.559813,0.250516,0.307896,0.497883,0.568286,0.542173,0.254592,0.011813
460,0.482897,0.867899,0.656446,0.017300,0.603923,0.118827,0.953970,0.386017,0.441376,0.210934
461,0.428172,0.826194,0.830116,0.233993,0.893273,0.090698,0.173923,0.359293,0.331849,0.361560
462,0.268149,0.178483,0.162271,0.711865,0.107405,0.611292,0.302442,0.639476,0.686286,0.063189
463,0.564167,0.180173,0.060168,0.538167,0.171164,0.105647,0.603536,0.398801,0.963817,0.099921
464,0.509242,0.195973,0.180173,0.869608,0.237744,0.569016,0.754950,0.888030,0.033162,0.246017
465,0.019968,0.756942,0.660597,0.366600,0.519583,0.208892,0.009817,0.091734,0.214273,0.069701
466,0.429916,0.510668,0.496081,0.711865,0.985728,0.662353,0.186664,0.024118,0.182169,0.774713
467,0.872459,0.336694,0.660597,0.366600,0.680752,0.343096,0.305502,0.040965,0.793041,0.660641
468,0.849476,0.544419,0.374000,0.902014,0.823063,0.548262,0.989266,0.301493,0.932800,0.579053
469,0.392004,0.706611,0.552086,0.048852,0.865056,0.895812,0.031661,0.995456,0.298455,0.155023
470,0.037217,0.101326,0.607311,0.902014,0.325179,0.471792,0.459737,0.648500,0.402817,0.269254
471,0.279383,0.603284,0.181876,0.681519,0.508051,0.854186,0.255875,0.302531,0.468481,0.346645
472,0.790834,0.050112,0.091207,0.565597,0.082707,0.331584,0.764558,0.083021,0.403557,0.982198
473,0.928057,0.992919,0.871509,0.233993,0.788447,0.580020,0.249358,0.759667,0.245499,0.964586
474,0.783736,0.216766,0.287247,0.711865,0.165636,0.654314,0.408463,0.336369,0.622138,0.622505
475,0.409111,0.889021,0.423899,0.388786,0.591505,0.369525,0.295262,0.939334,0.049948,0.908454
476,0.606492,0.129496,0.062235,0.805500,0.065399,0.300474,0.372623,0.571633,0.531521,0.470400
477,0.000654,0.433749,0.192370,0.250516,0.329597,0.121100,0.199174,0.319764,0.778634,0.181232
478,0.946431,0.744402,0.889021,0.622387,0.579206,0.866176,0.271794,0.523727,0.605072,0.701549
479,0.572158,0.443754,0.875086,0.511421,0.622765,0.061512,0.723000,0.552780,0.542853,0.653938
480,0.480225,0.748587,0.277581,0.460087,0.390534,0.490530,0.017385,0.022622,0.331849,0.005771
481,0.747471,0.587294,0.496081,0.805500,0.307896,0.815679,0.414036,0.354216,0.350298,0.125080
482,0.842212,0.603284,0.268167,0.218258,0.385616,0.703004,0.470811,0.210912,0.022637,0.618822
483,0.484234,0.806275,0.575435,0.304902,0.474274,0.422589,0.716365,0.531249,0.336760,0.902161
484,0.780998,0.154626,0.118256,0.324654,0.082707,0.751173,0.780192,0.907193,0.140359,0.677494
485,0.355668,0.331209,0.095148,0.485387,0.194659,0.143470,0.636043,0.306323,0.722227,0.852120
486,0.648651,0.478217,0.731821,0.162916,0.774712,0.290494,0.639881,0.574648,0.437211,0.191474
487,0.303334,0.985943,0.895751,0.511421,0.830030,0.256116,0.589632,0.361591,0.830247,0.069450
488,0.951393,0.183593,0.631707,0.304902,0.491006,0.956760,0.969256,0.760355,0.622138,0.574543
489,0.869471,0.723420,0.882129,1.000000,0.858028,0.965829,0.621748,0.920118,0.622138,0.788336
490,0.499407,0.744402,0.447123,0.837419,0.733945,0.548270,0.630800,0.371902,0.336760,0.252477
491,0.559720,0.689822,0.867899,0.805500,0.844004,0.556015,0.738589,0.732914,0.519161,0.978455
492,0.080878,0.275204,0.496081,0.485387,0.252264,0.427088,0.128120,0.184396,0.282128,0.472361
493,0.293860,0.376989,0.192370,0.869608,0.727219,0.010182,0.498126,0.395146,0.282128,0.823486
494,0.745249,0.849360,0.644038,0.139566,0.496653,0.043883,0.457969,0.090417,0.095345,0.544415
495,0.358131,0.160718,0.121909,1.000000,0.152406,0.808787,0.485236,0.920872,0.594080,0.244822
496,0.137004,0.024844,0.030710,0.366600,0.017777,0.943151,0.687141,0.568828,0.324427,0.097603
497,0.027005,0.548245,0.806275,0.902014,0.474274,0.949231,0.811532,0.737037,0.622138,0.786683
498,0.900468,0.478217,0.765269,0.285964,0.747457,0.308057,0.621225,0.223712,0.331849,0.037937
499,0.944558,0.668920,0.798181,0.805500,0.548995,0.956765,0.446781,0.424541,0.963817,0.666516
500,0.601247,0.988945,0.981157,0.345221,0.957202,0.590688,0.770733,0.196600,0.307065,0.616465
501,0.290860,0.769421,0.790027,0.285964,0.474274,0.538641,0.410252,0.855531,0.531521,0.672533
502,0.822811,0.945286,0.736018,0.651679,0.795339,0.047002,0.390463,0.343261,0.519161,0.597908
503,0.285277,0.810297,0.540607,0.593681,0.654721,0.510264,0.877503,0.958655,0.778634,0.922335
504,0.273554,0.599268,0.447123,0.565597,0.573102,0.657681,0.472877,0.162543,0.758656,0.561941
505,0.128118,0.525513,0.185322,0.366600,0.573102,0.571621,0.481733,0.238908,0.149023,0.308567
506,0.757713,0.181876,0.460772,0.565597,0.287162,0.415915,0.984475,0.901113,0.568491,0.108246
507,0.096020,0.992919,0.996612,0.681519,0.851010,0.037844,0.710701,0.548665,0.793041,0.303746
508,0.458035,0.275204,0.207108,0.651679,0.259752,0.364901,0.085917,0.339293,0.179242,0.620451
509,0.903561,0.818285,0.911815,0.092452,0.907434,0.662429,0.483002,0.292303,0.140401,0.085935
510,0.426865,0.639919,0.639919,0.869608,0.537133,0.512750,0.468988,0.971831,0.830247,0.095843
511,0.035092,0.075960,0.140215,0.175643,0.085924,0.785886,0.346002,0.814175,0.834323,0.239589
512,0.742645,0.677266,0.923815,0.109482,0.727219,0.107286,0.677684,0.984958,0.082664,0.038867
513,0.129457,0.270497,0.108955,0.934584,0.320801,0.579488,0.836461,0.662808,0.963817,0.040091
514,0.665859,0.814301,0.689822,0.032840,0.893273,0.806272,0.961608,0.594329,0.285693,0.252231
515,0.642712,0.748587,0.563698,0.304902,0.474274,0.903841,0.914931,0.363781,0.792804,0.039447
516,0.177171,0.536810,0.282382,0.711865,0.713832,0.115671,0.055802,0.148019,0.686286,0.157774
517,0.825537,0.607311,0.265852,0.048852,0.356915,0.492975,0.836737,0.086117,0.147216,0.798265
518,0.850300,0.814301,0.911815,0.345221,0.585341,0.404882,0.087296,0.221546,0.414308,0.828992
519,0.564612,0.359311,0.777696,0.250516,0.616456,0.044892,0.927824,0.069679,0.932800,0.768727
520,0.825537,0.085555,0.102388,0.304902,0.073638,0.858750,0.336272,0.309454,0.548024,0.284708
521,0.081193,0.798181,0.450510,0.805500,0.496653,0.503414,0.429381,0.076008,0.815408,0.973108
522,0.952966,0.309932,0.018017,0.485387,0.207258,0.759103,0.301107,0.227030,0.169076,0.821633
523,0.539651,0.853129,0.689822,0.869608,0.858028,0.290510,0.955197,0.510499,0.509250,0.830142
524,0.556158,0.533029,0.635808,0.902014,0.502335,0.611953,0.429913,0.811017,0.102637,0.060614
525,0.487800,0.818285,0.769421,0.118881,0.957202,0.358844,0.027819,0.385822,0.984660,0.154990
526,0.858649,0.328491,0.619461,0.711865,0.474274,0.713792,0.935765,0.698076,0.157308,0.797104
527,0.447887,0.822250,0.471188,0.742675,0.491006,0.413700,0.084934,0.267549,0.082664,0.852672
528,0.595548,0.261269,0.331209,0.805500,0.267391,0.493571,0.185801,0.362297,0.519161,0.658689
529,0.062247,0.144418,0.062235,0.324654,0.075091,0.510858,0.512714,0.948315,0.588290,0.703272
530,0.873199,0.134768,0.106728,0.742675,0.092661,0.847755,0.293363,0.877595,0.468481,0.134269
531,0.729436,0.353555,0.785929,0.805500,0.603923,0.810689,0.353620,0.037174,0.686286,0.174358
