,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs
532,0.957995,0.917914,0.991477,0.742675,0.774712,0.488089,0.774466,0.612892,0.270646,0.623024
533,0.745991,0.185322,0.125655,0.711865,0.121777,0.020090,0.430812,0.851371,0.414308,0.602676
534,0.412991,0.036865,0.072706,0.064782,0.062828,0.262075,0.233325,0.869027,0.542853,0.718693
535,0.884880,0.297167,0.615400,0.460087,0.463296,0.689427,0.815886,0.661925,0.815408,0.742506
536,0.756626,0.132111,0.097171,1.000000,0.066717,0.369012,0.024595,0.245205,0.519161,0.627055
537,0.224789,0.222730,0.275204,0.411770,0.142414,0.553363,0.739384,0.720062,0.457860,0.543480
538,0.441732,0.761109,0.968735,0.902014,0.700531,0.896307,0.269141,0.733512,0.095345,0.502755
539,0.388187,0.207108,0.323106,0.902014,0.165636,0.518267,0.968690,0.951001,0.963817,0.291372
540,0.112216,0.268167,0.320438,0.651679,0.204054,0.070489,0.698750,0.848939,0.147216,0.131069
541,0.335812,0.006053,0.021878,0.967265,0.019572,0.485657,0.174141,0.616168,0.722227,0.495049
542,0.475775,0.136113,0.420651,0.388786,0.299486,0.517764,0.718519,0.654588,0.147392,0.189957
543,0.048677,0.222730,0.440402,0.109482,0.713832,0.887477,0.606041,0.492040,0.946591,0.871622
544,0.727141,0.595264,0.427165,0.934584,0.837011,0.946618,0.835427,0.173692,0.307065,0.537257
545,0.445687,0.673090,0.806275,0.934584,0.616456,0.058767,0.940630,0.441575,0.214081,0.561740
546,0.531159,0.345049,0.706611,0.118881,0.390534,0.827941,0.489503,0.132690,0.182169,0.297946
547,0.135377,0.226777,0.090244,0.023999,0.223825,0.857064,0.434709,0.229251,0.758656,0.541494
548,0.032768,0.814301,0.987998,0.304902,0.667687,0.593334,0.342622,0.017577,0.793041,0.043152
549,0.774421,0.287247,0.423899,0.805500,0.217088,0.102714,0.719370,0.584209,0.718699,0.381882
550,0.551702,0.744402,0.374000,0.485387,0.513800,0.420312,0.183750,0.695353,0.040315,0.453605
551,0.176893,0.010094,0.021599,0.485387,0.012266,0.894252,0.230506,0.798465,0.793041,0.603029
552,0.303334,0.447123,0.212861,0.118881,0.275184,0.362920,0.884725,0.718932,0.932800,0.982840
553,0.812282,0.440402,0.315152,0.267837,0.223825,0.070991,0.426714,0.197435,0.091045,0.255002
554,0.133994,0.050695,0.201479,0.622387,0.200886,0.377250,0.143189,0.684032,0.351052,0.592618
555,0.736268,0.126925,0.194165,0.565597,0.220438,0.110777,0.466778,0.489411,0.815408,0.069753
556,0.685209,0.660597,0.282382,0.175643,0.334054,0.748576,0.359641,0.272835,0.117877,0.833283
557,0.947219,0.307346,0.540607,0.118881,0.303672,0.262077,0.458078,0.795618,0.509250,0.349811
558,0.616066,0.168606,0.302225,0.366600,0.220438,0.420361,0.413960,0.761641,0.778634,0.916292
559,0.992403,0.250079,0.437067,0.622387,0.271269,0.018753,0.697734,0.870743,0.035905,0.954387
560,0.335812,0.790027,0.302225,0.565597,0.410580,0.366970,0.256282,0.503874,0.946591,0.051553
561,0.290486,0.294663,0.342247,0.139566,0.320801,0.413654,0.056728,0.620757,0.331849,0.757590
562,0.296875,0.350703,0.599268,0.092452,0.325179,0.136684,0.440505,0.235566,0.440829,0.588510
563,0.753350,0.091207,0.032653,0.304902,0.082707,0.790344,0.212908,0.064106,0.793041,0.261598
564,0.540545,0.867899,0.806275,0.233993,0.641858,0.870653,0.046741,0.061111,0.061545,0.168680
565,0.924872,0.104539,0.096155,0.233993,0.056763,0.876729,0.873723,0.712935,0.932800,0.386490
566,0.564167,0.356425,0.339462,0.869608,0.275184,0.088158,0.214584,0.198360,0.718699,0.046481
567,0.718650,0.167004,0.417420,0.460087,0.352265,0.369012,0.388853,0.787253,0.351052,0.890212
568,0.712794,0.989840,0.975431,0.250516,0.957202,0.318872,0.802972,0.102914,0.834323,0.747467
569,0.729818,0.992919,0.994179,0.366600,0.928730,0.960783,0.879064,0.668566,0.758656,0.713805
570,0.126348,0.417420,0.563698,0.077617,0.457860,0.798066,0.850316,0.421399,0.718699,0.144181
571,0.902332,0.503342,0.790027,0.934584,0.616456,0.018005,0.335682,0.010798,0.793041,0.259275
572,0.909153,0.185322,0.289703,0.250516,0.291231,0.872323,0.237553,0.269863,0.605072,0.222309
573,0.382275,0.185322,0.277581,0.902014,0.144864,0.249652,0.448021,0.763184,0.932800,0.390823
574,0.413854,0.443754,0.871509,0.967265,0.554975,0.064115,0.698470,0.881346,0.548024,0.769060
575,0.104741,0.365135,0.627615,0.538167,0.740691,0.438446,0.453846,0.675119,0.548024,0.210675
576,0.588511,0.603284,0.856868,0.485387,0.781571,0.073436,0.743620,0.247802,0.336760,0.573335
577,0.785098,0.702410,0.719218,0.837419,0.985728,0.423038,0.775473,0.446528,0.230588,0.179712
578,0.190000,0.895751,0.450510,0.032840,0.531250,0.297005,0.793616,0.555157,0.324427,0.404519
579,0.928714,0.048398,0.268167,0.934584,0.171164,0.820573,0.694906,0.622662,0.437211,0.241072
580,0.643987,0.259001,0.499703,0.538167,0.352265,0.148068,0.606242,0.424597,0.984660,0.030127
581,0.101146,0.093160,0.144418,0.029625,0.137610,0.216842,0.745546,0.151619,0.963817,0.642499
582,0.653717,0.058822,0.061539,0.934584,0.044171,0.925094,0.926796,0.505040,0.214273,0.943130
583,0.350354,0.132111,0.091207,0.538167,0.099816,0.627353,0.831547,0.005969,0.257093,0.196630
584,0.463789,0.973849,0.579375,0.485387,0.622765,0.756519,0.184957,0.149605,0.285949,0.299988
585,0.568165,0.902311,0.932277,0.324654,0.964329,0.651607,0.743835,0.886599,0.324427,0.747451
586,0.161766,0.853129,0.947717,1.000000,0.893273,0.100837,0.469353,0.718852,0.724441,0.754182
587,0.441732,0.785929,0.453914,0.411770,0.420829,0.603954,0.430671,0.672455,0.519161,0.945263
588,0.152772,0.652302,0.845564,0.345221,0.727219,0.838260,0.285029,0.734351,0.234284,0.004969
589,0.502088,0.467699,0.635808,0.622387,0.844004,0.339222,0.885528,0.312114,0.140401,0.334140
590,0.037553,0.374000,0.467699,0.967265,0.325179,0.619261,0.101769,0.371065,0.932800,0.246681
591,0.603871,0.864254,0.777696,0.388786,0.844004,0.975861,0.371754,0.389383,0.588290,0.479924
592,0.131032,0.555942,0.389118,0.267837,0.320801,0.464012,0.637364,0.717294,0.302402,0.254086
593,0.486017,0.020253,0.027468,0.538167,0.023096,0.203358,0.294764,0.169411,0.509250,0.289470
594,0.536523,0.920890,0.639919,0.366600,0.610175,0.012594,0.283707,0.584484,0.984660,0.248099
595,0.630315,0.773564,0.830116,0.934584,0.950077,0.719112,0.790954,0.320657,0.324427,0.062830
596,0.657921,0.275204,0.180173,0.460087,0.185585,0.235157,0.749654,0.553022,0.112323,0.380119
597,0.191462,0.032653,0.021324,0.233993,0.021020,0.587920,0.893660,0.598487,0.793041,0.909817
598,0.801073,0.389118,0.871509,0.681519,0.554975,0.179256,0.725017,0.007721,0.622138,0.375053
599,0.604308,0.765269,0.478217,0.015465,0.747457,0.286642,0.559034,0.318649,0.157308,0.507753
600,0.002606,0.583328,0.226777,0.622387,0.468767,0.424825,0.234757,0.017277,0.588290,0.171895
601,0.400102,0.250079,0.536810,0.285964,0.479817,0.503419,0.730835,0.654286,0.622138,0.923397
602,0.646958,0.947717,0.860577,0.681519,0.781571,0.110833,0.134164,0.700571,0.215258,0.171056
603,0.823115,0.053698,0.051283,0.285964,0.037980,0.157116,0.554427,0.275799,0.594080,0.495750
604,0.755900,0.536810,0.471188,0.681519,0.935841,0.075144,0.710501,0.942747,0.718699,0.761026
605,0.969837,0.121909,0.130798,0.109482,0.092661,0.268790,0.390408,0.913805,0.815408,0.193363
606,0.594669,0.443754,0.086476,0.565597,0.356915,0.197010,0.980932,0.452903,0.414308,0.099031
607,0.482897,0.822250,0.781818,0.651679,0.964329,0.857057,0.880748,0.670640,0.040315,0.436474
608,0.839074,0.309932,0.170221,0.304902,0.291231,0.068858,0.235974,0.277810,0.984660,0.127124
609,0.008221,0.923815,0.591273,0.267837,0.508051,0.530977,0.167803,0.087937,0.414308,0.509303
610,0.880914,0.317787,0.197795,0.128902,0.809171,0.818764,0.271691,0.923807,0.509250,0.152331
611,0.866691,0.996200,0.923815,0.651679,0.774712,0.787775,0.633288,0.933883,0.793041,0.278975
612,0.971878,0.905525,0.677266,0.934584,0.585341,0.727222,0.703418,0.935794,0.215258,0.386343
613,0.975765,0.082841,0.185322,0.092452,0.094410,0.673905,0.223318,0.982065,0.880708,0.881953
614,0.226413,0.826194,0.521778,0.805500,0.447097,0.020672,0.570491,0.269860,0.724441,0.535424
615,0.066446,0.765269,0.575435,0.267837,0.837011,0.119472,0.162601,0.595468,0.331849,0.603790
616,0.790834,0.731821,0.875086,0.902014,0.872096,0.394116,0.111517,0.253851,0.718699,0.303726
617,0.567277,0.045122,0.021324,0.511421,0.029080,0.727168,0.183485,0.508128,0.087552,0.445018
618,0.959077,0.427165,0.563698,0.902014,0.496653,0.946248,0.920533,0.967344,0.718699,0.790036
619,0.300286,0.175140,0.656446,0.902014,0.452461,0.256178,0.924347,0.606117,0.000341,0.987742
620,0.356899,0.256747,0.607311,0.064782,0.316460,0.215218,0.828448,0.425946,0.140401,0.034400
621,0.362252,0.176805,0.067296,0.118881,0.099816,0.290090,0.901535,0.975880,0.778634,0.417478
622,0.404384,0.197795,0.147276,0.967265,0.144864,0.091347,0.547359,0.126528,0.815408,0.548604
623,0.938491,0.289703,0.243546,0.077617,0.230710,0.054690,0.585943,0.935781,0.440829,0.769790
624,0.455825,0.644038,0.525513,0.189098,0.338549,0.870059,0.851585,0.154350,0.331849,0.737027
625,0.019146,0.889021,0.864254,0.460087,0.622765,0.443501,0.121803,0.428215,0.793041,0.168716
626,0.929692,0.474694,0.781818,0.092452,0.441770,0.006218,0.771346,0.496685,0.215258,0.294114
627,0.885800,0.983665,0.698212,0.773903,0.693915,0.810686,0.390368,0.718932,0.880708,0.760519
628,0.381433,0.021599,0.021599,0.565597,0.011959,0.346981,0.965372,0.665711,0.282128,0.365517
629,0.559275,0.220728,0.706611,0.511421,0.385616,0.006628,0.823079,0.464413,0.171158,0.427961
630,0.505217,0.773564,0.814301,0.175643,0.964329,0.192061,0.127201,0.822257,0.324427,0.103553
631,0.219642,0.552086,0.514355,0.711865,0.283131,0.548267,0.758558,0.789122,0.307065,0.820109
632,0.469998,0.563698,0.761109,0.388786,0.830030,0.042634,0.277225,0.744097,0.830247,0.536996
633,0.153024,0.148723,0.503342,0.681519,0.375896,0.559232,0.893313,0.950179,0.140401,0.131529
634,0.829133,0.474694,0.389118,0.150897,0.567028,0.600629,0.154612,0.821672,0.963817,0.927565
635,0.252633,0.937648,0.914889,0.070962,0.971460,0.931658,0.250951,0.539835,0.141696,0.092660
636,0.630315,0.727622,0.719218,0.805500,0.992864,0.619307,0.375180,0.109631,0.758656,0.774712
637,0.232645,0.237148,0.153133,0.233993,0.137610,0.600644,0.983241,0.679287,0.834323,0.333575
638,0.849751,0.289703,0.252287,0.837419,0.252264,0.488673,0.800004,0.473060,0.622138,0.676452
639,0.525345,0.173488,0.252287,0.324654,0.132933,0.955379,0.501273,0.800130,0.834323,0.119345
640,0.093708,0.407830,0.478217,0.092452,0.641858,0.159439,0.740870,0.632573,0.834323,0.308353
641,0.117973,0.970501,0.599268,0.742675,0.591505,0.883744,0.177440,0.858236,0.179242,0.065586
642,0.151516,0.765269,0.731821,0.902014,0.971460,0.959140,0.037256,0.178101,0.963817,0.767875
643,0.078700,0.008778,0.094149,0.805500,0.051194,0.445916,0.018575,0.001328,0.722227,0.789113
644,0.974399,0.685633,0.917914,0.345221,0.788447,0.681372,0.302922,0.902752,0.208078,0.333892
645,0.951025,0.942797,0.983665,0.651679,0.921625,0.883227,0.142298,0.037146,0.622138,0.573072
646,0.045719,0.492475,0.256747,0.411770,0.436480,0.535973,0.630802,0.901689,0.254592,0.214768
647,0.420346,0.756942,0.806275,0.218258,0.641858,0.854752,0.599470,0.488924,0.254592,0.485998
648,0.467779,0.080201,0.187064,0.742675,0.109371,0.847180,0.113743,0.182346,0.542853,0.049377
649,0.787808,0.095148,0.095148,0.681519,0.064103,0.952546,0.126709,0.092246,0.441376,0.568736
650,0.824631,0.731821,0.652302,0.485387,0.830030,0.420810,0.844945,0.674196,0.548024,0.352158
651,0.435159,0.736018,0.627615,0.934584,0.513800,0.352865,0.294702,0.523099,0.040315,0.828543
652,0.329831,0.781818,0.481756,0.711865,0.491006,0.828594,0.118074,0.165122,0.147392,0.769490
653,0.970337,0.100273,0.062235,0.805500,0.053364,0.582069,0.082018,0.795430,0.605072,0.958152
654,0.546349,0.047838,0.052479,0.411770,0.028427,0.337288,0.851698,0.708915,0.457860,0.002929
655,0.766322,0.950089,0.555942,0.411770,0.641858,0.636090,0.322971,0.199810,0.402817,0.555622
656,0.093356,0.510668,0.595264,0.100680,0.921625,0.751223,0.344258,0.732965,0.793041,0.928764
657,0.786794,0.173488,0.212861,0.538167,0.921625,0.309412,0.640348,0.805978,0.778634,0.616487
658,0.327056,0.871509,0.979815,0.324654,0.851010,0.550790,0.754188,0.446954,0.351052,0.259818
659,0.967767,0.138837,0.165414,0.267837,0.107405,0.917809,0.006999,0.118153,0.324427,0.643738
660,0.910900,0.563698,0.719218,0.967265,0.865056,0.785255,0.966699,0.065378,0.324427,0.978490
661,0.159679,0.150181,0.207108,0.059053,0.111367,0.563786,0.542719,0.347081,0.043463,0.495118
662,0.734000,0.471188,0.781818,0.150897,0.431226,0.251558,0.613071,0.491526,0.568491,0.912328
663,0.351578,0.047838,0.032653,0.651679,0.034785,0.354847,0.235087,0.119505,0.724441,0.762580
664,0.035172,0.453914,0.433749,0.077617,0.295340,0.636094,0.151896,0.197245,0.568491,0.619900
665,0.151266,0.125655,0.140215,0.233993,0.092661,0.390296,0.195391,0.145299,0.509250,0.046652
666,0.196188,0.083738,0.038678,0.324654,0.056763,0.772219,0.098873,0.587324,0.045516,0.061786
667,0.615632,0.611350,0.279973,0.139566,0.452461,0.510865,0.203368,0.070534,0.170635,0.602159
668,0.368466,0.806275,0.488885,0.511421,0.531250,0.908291,0.715041,0.955992,0.440829,0.880527
669,0.017502,0.806275,0.648166,0.773903,0.865056,0.007856,0.371097,0.286631,0.049948,0.234259
670,0.679900,0.304777,0.136113,0.233993,0.241318,0.795459,0.316890,0.864921,0.336760,0.195613
671,0.572158,0.639919,0.648166,0.805500,0.747457,0.145126,0.136355,0.501485,0.030478,0.055551
672,0.594230,0.748587,0.282382,0.485387,0.513800,0.813185,0.350530,0.641002,0.778634,0.969940
673,0.744878,0.339462,0.333943,0.285964,0.171164,0.535462,0.861107,0.089292,0.792804,0.094286
674,0.801398,0.294663,0.467699,0.084772,0.338549,0.092630,0.859485,0.775922,0.834323,0.882969
675,0.408681,0.259001,0.437067,0.250516,0.774712,0.861081,0.545233,0.215035,0.254592,0.338733
676,0.901092,0.054317,0.067296,0.485387,0.040537,0.246589,0.317288,0.641224,0.324427,0.622119
677,0.006698,0.259001,0.619461,0.460087,0.375896,0.031885,0.693221,0.931081,0.622138,0.192787
678,0.325476,0.702410,0.794111,0.869608,0.921625,0.601177,0.987038,0.734140,0.351052,0.802281
679,0.708467,0.178483,0.203342,0.048852,0.117525,0.181296,0.516443,0.103400,0.946591,0.803795
680,0.017767,0.521778,0.706611,0.324654,0.837011,0.579496,0.056037,0.222405,0.351052,0.082741
681,0.846708,0.970501,0.950089,0.869608,0.964329,0.291760,0.799718,0.659469,0.350298,0.597705
682,0.187966,0.097171,0.328491,0.773903,0.176828,0.133272,0.530011,0.253430,0.830247,0.616997
683,0.926728,0.765269,0.947717,0.304902,0.816110,0.510760,0.055487,0.748737,0.792804,0.572937
684,0.061231,0.587294,0.929509,0.366600,0.693915,0.387694,0.542756,0.026143,0.441376,0.578731
685,0.350762,0.165414,0.307346,0.100680,0.160244,0.064567,0.454123,0.978975,0.215258,0.661088
686,0.551702,0.144418,0.323106,0.435542,0.338549,0.835860,0.926272,0.597175,0.172153,0.540327
687,0.627304,0.853129,0.623533,0.934584,0.591505,0.772918,0.851857,0.995255,0.402817,0.592393
688,0.643137,0.022733,0.062235,0.218258,0.041421,0.740597,0.747440,0.798320,0.718699,0.130789
689,0.893637,0.167004,0.216766,0.118881,0.113390,0.756465,0.662218,0.555333,0.834323,0.621148
690,0.359777,0.908694,0.911815,0.511421,0.713832,0.928623,0.476242,0.555582,0.230588,0.130792
691,0.434284,0.719218,0.970501,0.967265,0.700531,0.662428,0.015527,0.248408,0.441376,0.979121
692,0.706886,0.417420,0.781818,0.304902,0.674207,0.316637,0.883340,0.629165,0.350298,0.843385
693,0.898367,0.464227,0.347867,0.967265,0.452461,0.627301,0.610097,0.905008,0.722227,0.574817
694,0.829133,0.968735,0.923815,0.324654,0.872096,0.330155,0.772200,0.835457,0.932800,0.132902
695,0.578358,0.623533,0.731821,0.681519,0.513800,0.331582,0.617601,0.415704,0.519161,0.817589
696,0.536970,0.575435,0.810297,0.139566,0.431226,0.951098,0.068841,0.637258,0.302402,0.051522
697,0.309860,0.376989,0.395286,0.967265,0.259752,0.792899,0.822589,0.899567,0.577775,0.631413
698,0.380171,0.043046,0.036423,0.622387,0.021523,0.708401,0.861443,0.221406,0.414308,0.332402
699,0.312567,0.911815,0.467699,0.967265,0.573102,0.584761,0.642480,0.319735,0.245499,0.526324
700,0.832095,0.954656,0.954656,0.189098,1.000000,0.063656,0.789388,0.179731,0.686286,0.774712
701,0.774770,0.133434,0.241399,0.366600,0.132933,0.427618,0.782769,0.511535,0.594080,0.145164
702,0.385227,0.575435,0.536810,0.622387,0.531250,0.337261,0.441570,0.381114,0.026538,0.256720
703,0.649075,0.510668,0.635808,0.511421,0.886205,0.468808,0.577863,0.833610,0.149023,0.727151
704,0.238977,0.347867,0.207108,0.967265,0.194659,0.576870,0.573121,0.915516,0.441376,0.549931
705,0.978636,0.548245,0.563698,0.411770,0.985728,0.105067,0.705553,0.130900,0.215258,0.400481
706,0.202200,0.347867,0.216766,0.324654,0.194659,0.875073,0.487741,0.932638,0.270646,0.381494
707,0.068766,0.818285,0.885595,0.593681,0.935841,0.043269,0.714082,0.178906,0.792804,0.279151
708,0.478444,0.548245,0.467699,0.118881,0.329597,0.745865,0.368382,0.981214,0.834323,0.215500
709,0.883258,0.923815,0.544419,0.285964,0.603923,0.913595,0.047961,0.561646,0.718699,0.780646
710,0.526239,0.034703,0.012069,0.460087,0.017351,0.398951,0.660966,0.757055,0.722227,0.391318
711,0.619100,0.923815,0.744402,0.233993,0.830030,0.767040,0.579095,0.975775,0.815408,0.139941
712,0.154289,0.802236,0.966907,0.411770,0.816110,0.022892,0.215010,0.195827,0.778634,0.560823
713,0.737775,0.379995,0.350703,0.651679,0.395489,0.510256,0.662261,0.356260,0.830247,0.261112
714,0.290860,0.506997,0.450510,0.388786,0.942957,0.751864,0.015497,0.588622,0.282128,0.774730
715,0.936110,0.882129,0.882129,0.366600,1.000000,0.907772,0.374404,0.519379,0.312653,0.312159
716,0.253674,0.529263,0.806275,0.162916,0.761048,0.766982,0.120098,0.818273,0.963817,0.457609
717,0.262802,0.427165,0.279973,0.805500,0.244929,0.238073,0.240845,0.268464,0.815408,0.417335
718,0.626443,0.540607,0.383019,0.162916,0.837011,0.703661,0.335034,0.756346,0.285949,0.971309
719,0.328244,0.289703,0.235044,0.511421,0.185585,0.326390,0.082349,0.358412,0.157308,0.572335
720,0.791169,0.540607,0.785929,0.345221,0.788447,0.774829,0.945618,0.704616,0.049948,0.312312
721,0.798458,0.867899,0.958983,0.460087,0.713832,0.356848,0.428883,0.335011,0.758656,0.993343
722,0.700130,0.245709,0.404668,0.651679,0.279138,0.589982,0.358098,0.255265,0.793041,0.528812
723,0.777203,0.740212,0.932277,0.064782,0.816110,0.333442,0.189300,0.946549,0.117877,0.837200
724,0.049097,0.937648,0.972205,0.460087,0.942957,0.850100,0.290026,0.514312,0.605072,0.338560
725,0.333414,0.268167,0.506997,0.511421,0.295340,0.400582,0.577477,0.733512,0.659950,0.946854
726,0.771270,0.822250,0.781818,0.162916,0.964329,0.899879,0.580459,0.358468,0.282128,0.942950
727,0.905787,0.007620,0.007301,0.435542,0.005261,0.654249,0.880372,0.061317,0.519161,0.058022
728,0.990822,0.118256,0.025801,0.285964,0.070802,0.665117,0.197945,0.784647,0.331849,0.511654
729,0.813540,0.471188,0.587294,0.010946,0.531250,0.333481,0.202667,0.363615,0.437211,0.233516
730,0.598180,0.761109,0.802236,0.593681,0.964329,0.212512,0.833371,0.187955,0.577775,0.579212
731,0.955422,0.499703,0.845564,0.026684,0.700531,0.515255,0.746385,0.464074,0.441376,0.899826
732,0.764898,0.899053,0.694016,0.064782,0.816110,0.887987,0.403561,0.264185,0.932800,0.661015
733,0.369298,0.814301,0.860577,0.934584,0.950077,0.510263,0.446427,0.011049,0.686286,0.227255
734,0.801073,0.080201,0.141605,0.345221,0.105466,0.716425,0.846283,0.398041,0.834323,0.172012
735,0.832977,0.889021,0.583328,0.218258,0.548995,0.081083,0.879725,0.028137,0.686286,0.930006
736,0.688865,0.392193,0.555942,0.651679,0.325179,0.756519,0.385713,0.226906,0.215258,0.354650
737,0.898155,0.216766,0.024532,0.040174,0.147345,0.522785,0.349933,0.076727,0.069486,0.585631
738,0.850848,0.525513,0.339462,0.565597,0.325179,0.790341,0.146123,0.406057,0.414308,0.932170
739,0.833857,0.270497,0.802236,0.218258,0.496653,0.881022,0.882218,0.240052,0.440829,0.022438
740,0.478444,0.889021,0.911815,0.511421,0.844004,0.999005,0.732628,0.587981,0.001318,0.352355
741,0.174125,0.070343,0.081953,0.651679,0.057936,0.318883,0.285440,0.328591,0.094938,0.486495
742,0.263511,0.923815,0.719218,0.026684,0.809171,0.943149,0.067161,0.350335,0.270646,0.560810
743,0.708072,0.083738,0.046192,0.150897,0.043238,0.977840,0.978555,0.511899,0.792804,0.324951
744,0.281586,0.126925,0.567596,0.411770,0.431226,0.835270,0.941919,0.388714,0.622138,0.659180
745,0.864388,0.190588,0.265852,0.345221,0.179712,0.424789,0.343470,0.608347,0.519161,0.949363
746,0.412991,0.867899,0.615400,0.092452,0.781571,0.917806,0.913896,0.603423,0.457860,0.216959
747,0.725990,0.908694,0.920890,0.651679,0.985728,0.569655,0.529556,0.765546,0.834323,0.126148
748,0.203416,0.156131,0.167004,0.511421,0.227249,0.240944,0.916212,0.750139,0.230588,0.108825
749,0.882090,0.885595,0.579375,0.711865,0.648276,0.881076,0.962024,0.730281,0.017383,0.135498
750,0.566833,0.639919,0.639919,0.773903,0.380737,0.847125,0.966719,0.663943,0.072017,0.476393
751,0.997032,0.731821,0.723420,0.593681,0.447097,0.339700,0.792967,0.881965,0.254592,0.517904
752,0.672907,0.129496,0.190588,0.139566,0.176828,0.355384,0.480874,0.385521,0.302402,0.801632
753,0.227390,0.834015,0.467699,0.070962,0.502335,0.580135,0.000910,0.140152,0.542853,0.722019
754,0.767032,0.587294,0.529263,1.000000,0.502335,0.234803,0.008271,0.445608,0.208078,0.189248
755,0.155816,0.309932,0.540607,0.742675,0.441770,0.332046,0.610382,0.714254,0.932800,0.242376
756,0.914322,0.165414,0.350703,0.203297,0.194659,0.359385,0.754805,0.392896,0.880708,0.480686
757,0.690889,0.013634,0.010377,0.460087,0.019109,0.242129,0.332627,0.751917,0.588290,0.384320
758,0.115686,0.972205,0.882129,0.622387,0.747457,0.324067,0.051499,0.286745,0.129756,0.635136
759,0.850848,0.471188,0.488885,0.324654,0.303672,0.107093,0.741332,0.141533,0.686286,0.861742
760,0.275369,0.802236,0.885595,0.189098,0.921625,0.946248,0.117174,0.331439,0.336760,0.485421
761,0.117763,0.923815,0.571509,0.345221,0.674207,0.881074,0.590909,0.940790,0.792804,0.525914
762,0.466449,0.940251,0.982440,0.100680,0.921625,0.197312,0.372166,0.816979,0.146988,0.788480
763,0.079318,0.374000,0.503342,0.565597,0.457860,0.668497,0.442130,0.925718,0.254592,0.859962
764,0.312567,0.731821,0.287247,0.233993,0.567028,0.259305,0.093484,0.183989,0.722227,0.351504
765,0.719038,0.752768,0.841740,0.000097,0.921625,0.120479,0.656386,0.538267,0.537562,0.121766
766,0.648228,0.203342,0.312534,0.869608,0.343082,0.796142,0.884787,0.854277,0.605072,0.047519
767,0.744135,0.256747,0.371028,0.285964,0.230710,0.959463,0.810028,0.752557,0.880708,0.108804
768,0.508795,0.499703,0.259001,0.967265,0.366329,0.900374,0.457798,0.570128,0.594080,0.106248
769,0.129010,0.875086,0.875086,0.388786,1.000000,0.574244,0.988819,0.209668,0.834323,0.802247
770,0.314119,0.443754,0.228822,0.059053,0.720515,0.831025,0.862301,0.795667,0.129756,0.079686
771,0.756989,0.563698,0.218740,0.435542,0.356915,0.059660,0.112035,0.747493,0.718699,0.723353
772,0.054950,0.309932,0.048963,0.511421,0.157598,0.189869,0.395081,0.610612,0.402817,0.004089
773,0.121572,0.374000,0.548245,0.077617,0.585341,0.040179,0.745895,0.685075,0.414308,0.694896
774,0.605618,0.929509,0.958983,0.267837,0.957202,0.330149,0.953190,0.160210,0.932800,0.661200
775,0.968816,0.374000,0.297167,0.773903,0.263552,0.681368,0.122720,0.239801,0.622138,0.235518
776,0.419046,0.222730,0.235044,0.773903,0.279138,0.291754,0.571483,0.629917,0.519161,0.743487
777,0.293484,0.350703,0.615400,0.934584,0.519583,0.878861,0.711122,0.609415,0.834323,0.807733
778,0.462903,0.004929,0.010966,0.345221,0.007690,0.153018,0.246475,0.171773,0.542853,0.716783
779,0.329434,0.350703,0.145841,0.324654,0.230710,0.945084,0.211092,0.333685,0.724441,0.177625
780,0.722524,0.106728,0.510668,0.869608,0.426009,0.870653,0.097945,0.627329,0.414308,0.749602
781,0.160459,0.961056,0.956850,0.118881,0.992864,0.933769,0.024635,0.269425,0.069486,0.426009
782,0.574817,0.194165,0.579375,0.218258,0.436480,0.772914,0.220062,0.246772,0.468481,0.995024
783,0.961482,0.945286,0.864254,0.565597,0.907434,0.265257,0.288993,0.490701,0.230588,0.103542
784,0.969500,0.126925,0.485312,0.538167,0.303672,0.926865,0.923506,0.544663,0.946591,0.600980
785,0.035816,0.719218,0.356425,0.622387,0.468767,0.788460,0.121985,0.083677,0.568491,0.386898
786,0.741152,0.309932,0.529263,0.711865,0.299486,0.569000,0.535289,0.472165,0.182169,0.924903
787,0.519082,0.079337,0.144418,0.967265,0.176828,0.845391,0.948164,0.642140,0.005082,0.915147
788,0.912433,0.945286,0.973849,0.053751,0.900350,0.060488,0.601314,0.043289,0.758656,0.244900
789,0.633747,0.875086,0.871509,0.837419,0.985728,0.724547,0.853909,0.786983,0.793041,0.740690
790,0.117763,0.841740,0.837890,0.902014,0.622765,0.716485,0.751671,0.400770,0.331849,0.406121
791,0.340631,0.810297,0.867899,0.593681,0.616456,0.138524,0.861669,0.130985,0.792804,0.333490
792,0.541438,0.798181,0.488885,0.773903,0.441770,0.257676,0.466514,0.351214,0.519161,0.448675
793,0.832095,0.105629,0.284806,0.805500,0.237744,0.633280,0.702652,0.506310,0.588290,0.895414
794,0.212057,0.991477,0.731821,0.902014,0.693915,0.111755,0.733984,0.774223,0.568491,0.964881
795,0.208017,0.368073,0.677266,0.711865,0.375896,0.870059,0.732579,0.725857,0.385357,0.925943
796,0.157353,0.926688,0.591273,0.511421,0.700531,0.981517,0.575106,0.018084,0.531521,0.681237
797,0.998534,0.615400,0.853129,0.681519,0.707170,0.207219,0.770212,0.139986,0.403557,0.274905
798,0.594230,0.818285,0.315152,0.485387,0.537133,0.847755,0.552910,0.254771,0.963817,0.324339
