,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
72,0.709535,0.463492,0.321242,0.621904,0.344815,0.078622,0.158048,0.752844,0.838134,0.873153,0.634510
73,0.226914,0.110305,0.191448,0.069236,0.260287,0.847468,0.679439,0.639127,0.880359,0.024652,0.516197
74,0.084656,0.366395,0.108169,0.755447,0.250828,0.822070,0.876217,0.648546,0.542288,0.387788,0.514076
75,0.411821,0.541715,0.245699,0.917311,0.656997,0.076957,0.436327,0.849183,0.218345,0.753343,0.280676
76,0.709901,0.569802,0.223857,0.805236,0.413691,0.685864,0.614918,0.839738,0.587352,0.911415,0.582228
77,0.154403,0.019465,0.061622,0.559222,0.051660,0.718045,0.748523,0.449916,0.838321,0.186640,0.066224
78,0.468266,0.121907,0.343713,0.795208,0.201091,0.996804,0.004775,0.952111,0.275589,0.175639,0.347884
79,0.181493,0.971463,0.861860,0.051576,0.860795,0.372432,0.897616,0.374726,0.738879,0.203076,0.219396
80,0.008163,0.091372,0.014978,0.132217,0.499044,0.521913,0.964305,0.983654,0.104746,0.280225,0.033642
81,0.709413,0.724241,0.917289,0.958600,0.777297,0.926686,0.085575,0.676674,0.490357,0.794610,0.484886
82,0.808278,0.724241,0.861860,0.203439,0.878607,0.806163,0.616312,0.725492,0.406652,0.322183,0.180174
83,0.227758,0.320400,0.140094,0.177118,0.247343,0.570465,0.196359,0.534959,0.563426,0.437792,0.143851
84,0.970853,0.389177,0.109946,0.122504,0.231531,0.435629,0.347055,0.847463,0.014065,0.904801,0.739006
85,0.975158,0.322085,0.383388,0.795208,0.291424,0.427487,0.876726,0.257099,0.825313,0.842071,0.813790
86,0.952473,0.066375,0.098981,0.258872,0.053732,0.854096,0.130210,0.103073,0.649192,0.050694,0.769436
87,0.732426,0.555052,0.577252,0.726040,0.665197,0.354454,0.372124,0.495972,0.335861,0.460542,0.154001
88,0.579247,0.806749,0.708294,0.459464,0.694208,0.853517,0.880821,0.165943,0.056585,0.896308,0.316709
89,0.381284,0.181520,0.184236,0.533330,0.114505,0.909054,0.872010,0.669826,0.721911,0.169911,0.517498
90,0.861221,0.471192,0.713610,0.107565,0.450135,0.088444,0.825414,0.175935,0.473891,0.737956,0.310718
91,0.099458,0.513253,0.424183,0.075413,0.318069,0.464249,0.735722,0.117527,0.984705,0.668278,0.320154
92,0.934469,0.589775,0.501663,0.785213,0.460381,0.682591,0.690161,0.758052,0.179120,0.704108,0.120580
93,0.606098,0.021122,0.026030,0.621904,0.023305,0.207476,0.538867,0.721264,0.703140,0.752635,0.549766
94,0.440849,0.940286,0.624194,0.631103,0.710992,0.586360,0.025016,0.913857,0.659048,0.015107,0.359525
95,0.764514,0.744145,0.468984,0.099318,0.460381,0.260592,0.766399,0.178016,0.889964,0.552017,0.604102
